place,name,points,level
1,Stucki Christian,58.75,
2,Glarner Matthias,58.0,
3,Siegenthaler Matthias,57.75,
4 a,Wenger Kilian,57.25,
4 b,Studer Benno,57.25,
4 c,Anderegg Simon,57.25,
5 a,Zaugg Thomas,57.0,
5 b,Kohler David,57.0,
5 c,Gnägi Florian,57.0,
5 d,Berger René,57.0,
6 a,Lauper Hansruedi,56.75,
6 b,Schenkel Adrian,56.75,
6 c,Maurer Reto,56.75,
6 d,Büsser Andy,56.75,
6 e,Bürki Christian,56.75,
6 f,Bieri Christoph,56.75,
6 g,Krebs Andreas,56.75,
6 h,Graber Willy,56.75,
7 a,Zenger Niklaus,56.5,
7 b,Schlüchter Christian,56.5,
7 c,Kämpf Bernhard,56.5,
7 d,Schuler Christian,56.5,
7 e,Luginbühl Hanspeter,56.5,
7 f,Bloch Dominik,56.5,
8 a,Wampfler Beat,56.25,
8 b,Sempach Matthias,56.25,
9 a,Zürcher Kurt,56.0,
9 b,Allenbach Simon,56.0,
10 a,Habegger Alexander,55.75,
10 b,Graber Alfred,55.75,
10 c,Schmid Reto,55.75,
10 d,Pellet Hanspeter,55.75,
10 e,Leuenberger Thomas,55.75,
10 f,Jampen Simon,55.75,
10 g,Flück Thomas,55.75,
10 h,Dick Christian,55.75,
10 i,Bühler Mario,55.75,
10 j,Abderhalden Urs,55.75,
11 a,Reust Markus,55.5,
11 b,Zbinden Reto 2,55.5,
11 c,Wittwer René,55.5,
11 d,Thomann Marco,55.5,
11 e,Rüegsegger Michael,55.5,
11 f,Luginbühl Simon,55.5,
11 g,Joss Adrian,55.5,
11 h,Graber Bruno,55.5,
11 i,Fankhauser Kurt,55.5,
11 j,Wüthrich Niklaus,55.5,
11 k,Wälti Christoph,55.5,
11 l,von Büren Stephan,55.5,
11 m,Meuter Adrian,55.5,
12 a,Wiedmer Mathias,55.25,
12 b,Staub Mael,55.25,
12 c,Salzmann Simon,55.25,
12 d,Oester Thomas,55.25,
12 e,Niederberger Joël,55.25,
12 f,Michel Jonas,55.25,
12 g,Habegger Heinz,55.25,
13 a,Schütz Urs,55.0,
13 b,Gilgen Frédéric,55.0,
13 c,Kropf Thomas,55.0,
13 d,Grossen Stefan,55.0,
13 e,Gasser Ueli,55.0,
13 f,Fankhauser André,55.0,
13 g,Tellenbach Martin,55.0,
13 h,Klay Jean-Philippe,55.0,
14 a,Santschi Emil,54.75,
14 b,Krebs Ueli,54.75,
14 c,Leuenberger Michael,54.75,
14 d,Graber Bänz,54.75,
14 e,Eggimann Claudio,54.75,
14 f,Zürcher Fritz,54.75,
15 a,Zehnder Jürg,54.5,
15 b,Straubhaar Marc,54.5,
15 c,Wyss Kilian,54.5,
15 d,Kappeler Ruedi,54.5,
15 e,Kämpf Alexander,54.5,
16 a,Gäggeler Adrian,54.25,
16 b,von Gunten Pascal,54.25,
16 c,Urfer Simon,54.25,
16 d,Scheidegger Markus,54.25,
16 e,Röthlisberger Simon,54.25,
16 f,Haldimann Martin,54.25,
16 g,Gerber Marco,54.25,
16 h,Siegenthaler Tobias,nan,
16 i,Roschi Ruedi,nan,
16 j,Brügger Christoph,nan,
17 a,Siegrist Silas,nan,
17 b,Fankhauser Benjamin,nan,
17 c,Ruch Florian,nan,
17 d,Kocher Beat,nan,
17 e,Kobel Lorenz,54.0,
17 f,Gerber Christian,54.0,
17 g,Fankhauser Hans-Jakob,54.0,
17 h,Berger Michael,54.0,
17 i,Thomet Adrian,54.0,
17 j,Feldmann Adrian,54.0,
18 a,Scheuner Michael,53.75,
18 b,Hofmann Florian,53.75,
18 c,Schenk Christian,53.75,
18 d,Stämpfli Lorenz,53.75,
19 a,Tschanz Richard,53.25,
19 b,Schafroth Rolf,53.25,
19 c,Siegenthaler Fritz,53.25,
20 a,Huber Stefan,53.0,
20 b,Schneider Heinz,53.0,
20 c,Gehrig Kilian,53.0,
20 d,Schwarz Simon,53.0,
21 a,Zaugg Res,52.75,
21 b,Brönnimann Ronny,52.75,
21 c,Brönimann Christian,52.75,
21 d,Steffen Markus,52.75,
22 a,von Gunten Fabian,35.5,
22 b,Liechti Stefan,35.5,
22 c,Lehmann Ueli,35.5,
22 d,Burkhalter Daniel,35.5,
22 e,Scheidegger Adrian,35.5,
22 f,Münger Martin,35.5,
22 g,Müller Yves,35.5,
22 h,Kestenholz Christian,35.5,
22 i,Kämpf Simon,35.5,
22 j,Isler Markus,35.5,
22 k,Glauser Thomas,35.5,
22 l,Bremgartner Marcel,35.5,
23 a,Weyermann Florian,35.25,
23 b,Walther Tobias,35.25,
23 c,Leuenberger Michael,35.25,
24,Lanz Christian,35.0,
25,Kämpf Lorenz,34.75,
26 a,Tschannen Mark,34.5,
26 b,Müllener Armin,34.5,
27 a,Messer Marco,34.25,
27 b,Inäbnit Adrian,34.25,
27 c,Heeb Thierry,34.25,
27 d,Flühmann Michael,34.25,
28 a,Parvex Francois,34.0,
28 b,Lauper Urs,34.0,
29,Siegenthaler Hans,17.25,
30,Graber Kevin,17.0,
31,Sempach Stefan,9.0,
