place,name,points,level
1  ,Gnägi Florian ,59.25,
4a ,Graber Willy ,57.25,
5a ,Wampfler Beat ,57.00,
5d ,Sempach Matthias ,57.00,
5g ,Lengacher Jonas ,57.00,
6b ,Schmid Reto ,56.75,
6e ,Meuter Adrian ,56.75,
9a ,Wenger Kilian ,56.00,
9d ,Staub Maël ,56.00,
10b ,Zürcher Kurt ,55.75,
10e ,Röthlisberger Simon ,55.75,
11c ,Marti Stefan ,55.50,
11f ,Wälchli Roger ,55.50,
11i ,Schenkel Remo ,55.50,
11l ,Fankhauser Kurt ,55.50,
11o ,von Weissenfluh Kilian ,55.50,
12a ,Meyer Reto ,55.25,
12d ,Schenkel Adrian ,55.25,
12g ,Kämpf Marcel ,55.25,
13a ,Moser Michael ,55.00,
13d ,Lanz Christian ,55.00,
14a ,Piemontesi Pascal ,54.75,
14d ,Kropf Thomas ,54.75,
15c ,Bohren Ruedi ,54.50,
15f ,Camenzind Ivan ,54.50,
16b ,Mosimann Fabian ,54.25,
16e ,Thomet Adrian ,54.25,
16h ,Brönnimann Ronny ,54.25,
17c ,Wüthrich Niklaus ,54.00,
17f ,Keller Fredy ,54.00,
18c ,Schenk Thomas ,53.75,
18f ,Bremgartner Marcel ,53.75,
19a ,Müller Marc ,53.50,
19d ,Gehrig Philipp ,53.50,
20c ,Krebs Ueli ,53.25,
21c ,Blaser Jan ,53.00,
21f ,Tschan Matthias ,53.00,
21i ,Aebi Roger ,53.00,
22c ,Fankhauser Hans-Jakob,52.75,
25a ,Kropf Christoph,35.25,
25d ,Blaser Christian ,35.25,
26c ,Nägeli Daniel ,34.75,
27c ,Nötzli Reto ,34.50,
27f ,Kläy Dylan ,34.50,
27i ,Bühler Marcel ,34.50,
28b ,Schütz Hansueli ,34.25,
28e ,Bühler Jan ,34.25,
2  ,Anderegg Simon ,57.75,
4b ,Stucki Christian ,57.25,
5b ,Siegenthaler Matthias  ,57.00,
5e ,Kämpf Bernhard ,57.00,
5h ,Aeschbacher Matthias  ,57.00,
6c ,Glarner Matthias ,56.75,
7  ,Graber Bruno ,56.50,
9b ,Lauper Hansruedi ,56.00,
9e ,Jampen Simon ,56.00,
10c ,Thürig Mario ,55.75,
11a ,Siegrist Silas ,55.50,
11d ,Luginbühl Hanspeter ,55.50,
11g ,von Weissenfluh Kevin ,55.50,
11j ,Santschi Hans ,55.50,
11m ,Weyermann Michael ,55.50,
11p ,von Büren Stephan ,55.50,
12b ,Wiedmer Mathias ,55.25,
12e ,Ramseier Fritz ,55.25,
12h ,Inniger Thomas ,55.25,
13b ,Heiniger Michael ,55.00,
13e ,Michel Jonas ,55.00,
14b ,Wyss Kilian ,54.75,
15a ,Urfer Simon ,54.50,
15d ,Gnägi Christian ,54.50,
15g ,Binggeli Dominik ,54.50,
16c ,Mösching Andy ,54.25,
16f ,Mathys Simon ,54.25,
17a ,Reust Markus ,54.00,
17d ,Rolli Martin ,54.00,
18a ,Riesen Julian ,53.75,
18d ,Scheidegger Adrian ,53.75,
18g ,Leuenberger Michael ,53.75,
19b ,Fankhauser Reto ,53.50,
20a ,Stüdeli Thomas ,53.25,
21a ,Heeb Thierry ,53.00,
21d ,Zbinden Reto ,53.00,
21g ,Joss David ,53.00,
22a ,Jäggi Lukas ,52.75,
23,Strautmann Maxime ,52.50,
25b ,Kappeler Ruedi ,35.25,
26a ,Waber Lorenz ,34.75,
27a ,Zenger Michael ,34.50,
27d ,Leuenberger Marc ,34.50,
27g ,Klossner Adrian ,34.50,
27j ,Brönnimann Matthias ,34.50,
28c ,Leuenberger Thomas ,34.25,
29,Habegger Jürg ,9.75,
3  ,Salzmann Beat ,57.50,
4c ,Mathis Marcel ,57.25,
5c ,Wälti Christoph ,57.00,
5f ,Sempach Thomas ,57.00,
6a ,Zaugg Thomas ,56.75,
6d ,Studer Stefan ,56.75,
8  ,Schenk Patrick ,56.25,
9c ,Kindlimann Fabian ,56.00,
10a ,Roth Philipp ,55.75,
10d ,Bloch Dominic ,55.75,
11b ,Scheuner Michael ,55.50,
11e ,Glauser Daniel ,55.50,
11h ,Steffen Konrad ,55.50,
11k ,Götte Urban ,55.50,
11n ,Weyermann Florian ,55.50,
11q ,Steffen Gustav ,55.50,
12c ,Schütz Urs ,55.25,
12f ,Habegger Heinz ,55.25,
12i ,Reusser Philipp ,55.25,
13c ,Blaser Roman ,55.00,
13f ,Gäggeler Adrian ,55.00,
14c ,Matthey Michael ,54.75,
15b ,Tschanz Richard ,54.50,
15e ,Christen Rafael ,54.50,
16a ,Zehnder Jürg ,54.25,
16d ,Kappeler Niklaus ,54.25,
16g ,Berger René ,54.25,
17b ,Zahler André ,54.00,
17e ,von Känel Daniel ,54.00,
18b ,Hadorn Christian ,53.75,
18e ,Dummermuth Ueli ,53.75,
18h ,Gobeli Patrick ,53.75,
19c ,Wüthrich Philip ,53.50,
20b ,Ramseier Thomas ,53.25,
21b ,Gerber Thomas ,53.00,
21e ,Vonlanthen Cyril ,53.00,
21h ,Hofstetter Christian ,53.00,
22b ,Wittwer Josias ,52.75,
24,Käser Remo ,37.00,
25c ,Burger Fredy ,35.25,
26b ,Pulfer Thomas ,34.75,
27b ,Schmid Lars ,34.50,
27e ,Kämpf Lorenz ,34.50,
27h ,Jossen Reinhard ,34.50,
28a ,Trachsel Daniel ,34.25,
28d ,Klossner Sven ,34.25,
